id,Outcome_M1,Outcome_M2,Outcome_M3,Outcome_M4,Outcome_M5,Outcome_M6,Outcome_M7,Outcome_M8,Outcome_M9,Outcome_M10,Outcome_M11,Outcome_M12
20,484.65166015625,353.644653320312,215.477734375,218.012158203125,206.344702148438,176.127722167969,141.677551269531,111.587768554688,110.911950683594,107.519006347656,107.519006347656,107.519006347656
21,415.0046875,335.335986328125,185.397082519531,167.103515625,137.568798828125,125.575915527344,117.115173339844,97.9625122070313,97.2866943359375,97.2866943359375,97.2866943359375,97.2866943359375
22,390.9783203125,326.911645507813,183.409594726562,165.116015625,137.532409667969,125.539514160156,117.078771972656,97.9261169433594,97.2502990722656,97.2502990722656,97.2502990722656,97.2502990722656
23,1230.42099609375,845.73232421875,463.88271484375,394.843139648438,368.842114257813,263.1126953125,254.651953125,240.341577148437,239.665747070313,239.665747070313,239.665747070313,239.665747070313
24,510.501708984375,370.188134765625,211.75673828125,193.46318359375,166.155310058594,154.162414550781,145.701684570312,127.083935546875,126.408117675781,126.408117675781,126.408117675781,126.408117675781
25,9300.84375,5300.070703125,3675.351171875,2025.47109375,1526.24130859375,881.63564453125,841.8583984375,839.16591796875,832.71376953125,832.71376953125,832.71376953125,832.71376953125
26,434.865478515625,339.775024414062,189.836157226563,171.542578125,142.007861328125,130.014965820313,121.554235839844,102.4015625,101.725750732422,101.725750732422,101.725750732422,101.725750732422
27,1373.75634765625,660.941259765625,487.0708984375,469.977685546875,466.056787109375,303.936352539063,205.926489257813,177.26337890625,174.823913574219,169.499401855469,169.499401855469,169.499401855469
28,921.3302734375,661.8041015625,335.680786132812,289.334350585938,233.05400390625,220.422045898437,211.961328125,193.343603515625,192.667785644531,192.667785644531,192.667785644531,192.667785644531
29,2541.9447265625,1995.9763671875,1435.9458984375,1372.144921875,1232.041015625,866.59755859375,844.81875,838.66171875,836.222265625,834.290625,834.290625,834.290625
30,659.8986328125,598.801025390625,326.29423828125,285.576538085938,260.33134765625,259.476538085937,251.015771484375,232.639306640625,231.9634765625,231.9634765625,231.9634765625,231.9634765625
31,2779.9984375,1683.6505859375,1085.032421875,893.6025390625,696.311181640625,436.8314453125,416.670458984375,408.016381835938,405.576928710938,403.645336914063,403.645336914063,403.645336914063
32,1448.81474609375,862.7673828125,548.005810546875,459.128515625,387.758447265625,355.028125,305.579541015625,278.68671875,278.010888671875,274.617944335938,274.617944335938,274.617944335938
33,2242.1439453125,1734.2826171875,660.819873046875,517.008154296875,462.2984375,362.08291015625,348.758227539062,336.358520507812,335.682690429688,335.682690429688,335.682690429688,335.682690429688
34,494.985400390625,467.6123046875,350.623999023437,281.240307617188,210.005419921875,181.976867675781,167.23583984375,147.125732421875,146.449914550781,146.449914550781,146.449914550781,146.449914550781
35,399.084130859375,319.104638671875,184.10517578125,165.811596679688,138.227978515625,126.235083007813,117.774328613281,98.6216735839844,97.9458557128906,97.9458557128906,97.9458557128906,97.9458557128906
36,1676.5919921875,1356.6837890625,834.13408203125,714.984130859375,637.21767578125,410.65908203125,390.498095703125,381.844091796875,379.404638671875,377.473046875,377.473046875,377.473046875
37,624.22958984375,394.953051757812,203.700085449219,181.339416503906,148.517138671875,136.524230957031,128.063488769531,108.91083984375,108.235021972656,108.235021972656,108.235021972656,108.235021972656
38,469.5130859375,360.645092773438,210.70615234375,192.412609863281,165.104736328125,153.111853027344,144.651123046875,126.033361816406,125.357543945312,125.357543945312,125.357543945312,125.357543945312
39,410.893017578125,346.826342773437,203.324243164062,185.030676269531,159.673913574219,147.681005859375,139.220275878906,120.602526855469,119.926708984375,119.926708984375,119.926708984375,119.926708984375
40,444.9015625,330.375024414063,191.562463378906,173.268896484375,140.446606445313,128.453723144531,119.992980957031,100.840319824219,100.164501953125,100.164501953125,100.164501953125,100.164501953125
41,440.11884765625,366.55048828125,201.972717285156,183.679138183594,158.322387695312,146.3294921875,137.86875,119.251013183594,118.5751953125,118.5751953125,118.5751953125,118.5751953125
42,385.40009765625,315.94501953125,180.945495605469,162.651916503906,135.068310546875,123.075427246094,114.614672851563,95.4620239257813,94.7862060546875,94.7862060546875,94.7862060546875,94.7862060546875
43,1419.196484375,895.93359375,611.5986328125,498.955322265625,448.572265625,343.979467773437,330.65478515625,317.479028320313,316.803198242187,316.803198242187,316.803198242187,316.803198242187
44,518.284619140625,354.952221679688,190.894311523437,172.600744628906,145.017126464844,133.024230957031,124.563488769531,105.41083984375,104.735021972656,104.735021972656,104.735021972656,104.735021972656
45,454.9912109375,337.238671875,191.544348144531,173.250769042969,141.461474609375,129.468591308594,121.007849121094,101.855194091797,101.179376220703,101.179376220703,101.179376220703,101.179376220703
46,2078.45625,1328.771875,575.28974609375,500.89248046875,403.253002929688,338.683032226562,290.499731445312,258.004028320312,257.328198242188,253.93525390625,253.93525390625,253.93525390625
47,1697.4205078125,2286.33125,649.26650390625,558.0646484375,409.570092773438,355.239379882812,346.77861328125,321.83935546875,321.163525390625,321.163525390625,321.163525390625,321.163525390625
48,7872.01484375,3027.9642578125,1150.30224609375,971.46611328125,769.6734375,541.819873046875,518.089306640625,509.417236328125,508.74140625,508.74140625,508.74140625,508.74140625
49,1114.89208984375,742.27080078125,371.756713867188,309.171826171875,245.1888671875,229.070043945313,220.609350585938,201.991613769531,201.315795898438,201.315795898438,201.315795898438,201.315795898438
50,428.876171875,321.542919921875,186.54345703125,168.249877929688,140.666247558594,128.673364257812,120.212622070313,101.059954833984,100.384136962891,100.384136962891,100.384136962891,100.384136962891
51,2733.777734375,1584.603125,765.662451171875,544.531298828125,425.07119140625,374.84599609375,325.397412109375,298.50458984375,297.828759765625,294.43583984375,294.43583984375,294.43583984375
52,391.368286132812,326.1521484375,201.40869140625,188.553332519531,150.544360351562,130.566662597656,122.105908203125,97.1666320800781,96.4908142089844,96.4908142089844,96.4908142089844,96.4908142089844
53,3601.777734375,2590.513671875,971.6052734375,804.1248046875,702.01982421875,469.95341796875,449.792431640625,441.13837890625,438.69892578125,436.767333984375,436.767333984375,436.767333984375
54,1354.41923828125,1097.2693359375,725.8384765625,478.0927734375,317.685620117188,268.677270507813,260.019604492188,244.905908203125,244.905908203125,244.905908203125,244.905908203125,244.905908203125
55,2420.4623046875,1381.59599609375,530.98369140625,454.656298828125,410.74873046875,400.525927734375,392.065161132812,375.082104492188,374.406274414063,374.406274414063,374.406274414063,374.406274414063
56,382.783642578125,307.322021484375,179.503637695313,161.210070800781,132.84326171875,120.850378417969,112.389611816406,93.2369812011719,92.5611633300781,92.5611633300781,92.5611633300781,92.5611633300781
57,427.261767578125,338.83369140625,198.935852050781,175.786071777344,138.228527832031,126.23564453125,117.77490234375,98.6222351074219,97.9464172363281,97.9464172363281,97.9464172363281,97.9464172363281
58,609.21904296875,579.092431640625,398.824682617187,304.467163085938,231.664501953125,209.934228515625,195.19326171875,180.869775390625,180.193957519531,180.193957519531,180.193957519531,180.193957519531
59,786.695361328125,600.627490234375,315.163330078125,268.81689453125,211.753369140625,199.121411132813,190.660681152344,172.04296875,171.367150878906,171.367150878906,171.367150878906,171.367150878906
60,1159.88017578125,869.53193359375,490.759521484375,395.135327148438,355.498706054687,257.785986328125,249.325219726562,235.014892578125,234.3390625,234.3390625,234.3390625,234.3390625
61,390.9783203125,326.911645507813,183.409594726562,165.116015625,137.532409667969,125.539514160156,117.078771972656,97.9261169433594,97.2502990722656,97.2502990722656,97.2502990722656,97.2502990722656
62,532.60693359375,376.63515625,218.35,200.056433105469,172.748571777344,160.755676269531,152.294946289062,133.677233886719,133.001416015625,133.001416015625,133.001416015625,133.001416015625
63,444.167578125,335.299584960938,185.360693359375,167.067114257813,137.532409667969,125.539514160156,117.078771972656,97.9261169433594,97.2502990722656,97.2502990722656,97.2502990722656,97.2502990722656
64,489.927587890625,360.683544921875,197.321179199219,186.400671386719,185.434301757813,171.21884765625,136.768676757812,113.000402832031,112.324584960938,108.931652832031,108.931652832031,108.931652832031
65,469.337109375,384.3478515625,219.921752929688,196.771984863281,137.555078125,113.463891601562,104.806164550781,86.7207458496094,86.0449279785156,86.0449279785156,86.0449279785156,86.0449279785156
66,571.156982421875,529.025390625,372.630029296875,287.283227539063,214.953125,186.924597167969,172.183569335938,152.073461914063,151.397644042969,151.397644042969,151.397644042969,151.397644042969
67,927.69599609375,543.107568359375,372.219287109375,312.913696289062,268.289331054688,234.679296875,185.230737304687,157.803039550781,157.127221679687,153.734289550781,153.734289550781,153.734289550781
68,973.44072265625,543.97646484375,370.00263671875,310.696997070312,266.072680664062,232.462622070313,183.0140625,155.586364746094,154.910546875,151.517614746094,151.517614746094,151.517614746094
69,527.205615234375,351.85400390625,208.2146484375,189.921081542969,141.181335449219,129.188427734375,120.727697753906,101.575036621094,100.89921875,100.89921875,100.89921875,100.89921875
70,379.318237304688,361.470483398438,266.325732421875,217.047436523438,163.335656738281,143.357946777344,134.897204589844,109.957958984375,109.282141113281,109.282141113281,109.282141113281,109.282141113281
71,365.831787109375,310.3388671875,181.7373046875,163.443725585938,135.860119628906,123.867236328125,115.406481933594,96.2538269042969,95.5780090332031,95.5780090332031,95.5780090332031,95.5780090332031
72,382.783642578125,307.322021484375,178.720446777344,160.426879882812,135.070104980469,123.077209472656,114.616455078125,95.9986877441406,95.3228698730469,95.3228698730469,95.3228698730469,95.3228698730469
73,1173.6474609375,710.93310546875,491.894970703125,521.20859375,419.0931640625,234.815844726562,185.095837402344,161.910681152344,161.23486328125,157.841931152344,157.841931152344,157.841931152344
74,446.627587890625,327.5541015625,188.741528320313,170.447961425781,137.625695800781,125.632800292969,117.172058105469,98.0194030761719,97.3435852050781,97.3435852050781,97.3435852050781,97.3435852050781
75,385.703662109375,314.608764648438,179.570361328125,161.276782226562,131.742065429688,119.749182128906,111.288415527344,92.135791015625,91.4599731445312,91.4599731445312,91.4599731445312,91.4599731445312
76,855.96376953125,766.59931640625,447.37236328125,366.669018554688,289.923364257813,259.537329101562,244.796313476562,231.007763671875,230.33193359375,230.33193359375,230.33193359375,230.33193359375
77,645.651171875,495.21474609375,212.058715820312,186.269189453125,185.30283203125,171.087377929688,136.63720703125,112.868908691406,112.193090820313,108.800158691406,108.800158691406,108.800158691406
78,1979.4294921875,1076.4859375,531.65322265625,430.120556640625,353.330786132812,329.818823242187,316.695751953125,302.907104492188,302.231274414063,302.231274414063,302.231274414063,302.231274414063
79,468.2263671875,411.646630859375,222.46259765625,181.744970703125,153.055541992188,141.952954101563,133.492211914062,115.115625,114.439819335938,114.439819335938,114.439819335938,114.439819335938
80,735.5326171875,412.535107421875,201.158544921875,182.864978027344,155.557080078125,143.564172363281,135.103442382812,116.485693359375,115.809875488281,115.809875488281,115.809875488281,115.809875488281
81,1272.462109375,995.10234375,473.74453125,396.688208007812,370.687231445312,272.974487304688,260.966088867188,246.65576171875,245.979931640625,245.979931640625,245.979931640625,245.979931640625
82,544.8453125,349.832470703125,190.374365234375,172.080798339844,142.546069335937,130.553173828125,122.092431640625,102.939770507812,102.263958740234,102.263958740234,102.263958740234,102.263958740234
83,1679.727734375,645.872412109375,451.62734375,469.46396484375,492.84833984375,365.5203125,265.2912109375,234.880126953125,234.204296875,230.811352539063,230.811352539063,230.811352539063
84,985.23779296875,495.025634765625,214.27958984375,191.129821777344,150.671789550781,138.678894042969,130.218151855469,108.640856933594,107.9650390625,107.9650390625,107.9650390625,107.9650390625
85,3611.168359375,2444.5328125,1168.7283203125,925.70048828125,803.461279296875,591.358203125,583.031689453125,574.1822265625,571.7427734375,569.8111328125,569.8111328125,569.8111328125
86,646.45185546875,539.517822265625,260.16953125,216.563403320312,173.815856933594,162.702697753906,154.241967773437,135.624243164063,134.948425292969,134.948425292969,134.948425292969,134.948425292969
87,2082.0919921875,1550.3533203125,833.5720703125,692.82001953125,597.38505859375,372.30673828125,352.145678710937,343.491674804687,341.052221679687,339.120629882813,339.120629882813,339.120629882813
88,598.68291015625,382.757250976562,225.172192382813,220.333544921875,178.118933105469,150.124499511719,141.66376953125,116.72451171875,116.048693847656,116.048693847656,116.048693847656,116.048693847656
89,916.92255859375,529.00166015625,299.19111328125,241.823779296875,179.33232421875,163.9462890625,140.487170410156,123.996569824219,123.320751953125,123.320751953125,123.320751953125,123.320751953125
90,446.6736328125,347.216552734375,185.340734863281,167.04716796875,139.463549804687,127.470654296875,119.009912109375,99.8572570800781,99.1814392089844,99.1814392089844,99.1814392089844,99.1814392089844
91,351.88037109375,305.617993164063,177.016418457031,158.7228515625,131.139233398438,119.146350097656,110.685571289062,91.5329528808594,90.8571350097656,90.8571350097656,90.8571350097656,90.8571350097656
92,1605.03759765625,839.41904296875,495.061328125,417.495263671875,348.359057617187,289.950927734375,240.502294921875,213.074609375,212.398779296875,209.005834960938,209.005834960938,209.005834960938
93,1006.0169921875,832.5998046875,644.0318359375,569.517919921875,614.750146484375,411.558544921875,367.258764648437,347.506713867188,346.830883789063,343.437963867187,343.437963867187,343.437963867187
94,1576.68115234375,935.67099609375,958.28154296875,871.033203125,658.18291015625,391.907641601562,344.678198242187,320.06826171875,319.392431640625,300.179565429688,300.179565429688,300.179565429688
95,393.910888671875,307.924853515625,179.323291015625,161.029711914062,133.446105957031,121.45322265625,112.992456054687,93.8398193359375,93.1640014648438,93.1640014648438,93.1640014648438,93.1640014648438
96,3001.2353515625,1672.460546875,672.81767578125,529.986865234375,427.008203125,258.7935546875,236.123364257813,226.536206054688,225.860375976562,225.860375976562,225.860375976562,225.860375976562
97,1010.0244140625,667.156201171875,381.746533203125,349.852978515625,300.516552734375,271.17939453125,236.729248046875,207.174365234375,206.498559570312,203.105627441406,203.105627441406,203.105627441406
98,645.140185546875,590.78623046875,336.506298828125,261.88369140625,187.285827636719,169.740307617188,161.279577636719,142.126953125,141.451135253906,141.451135253906,141.451135253906,141.451135253906
99,1329.61826171875,909.04951171875,605.093994140625,495.468212890625,446.749755859375,341.782543945313,327.041479492187,316.06337890625,315.387548828125,315.387548828125,315.387548828125,315.387548828125
100,1984.7236328125,1777.3083984375,580.7783203125,517.42646484375,448.196484375,337.430981445313,319.914672851562,305.604345703125,304.928515625,304.928515625,304.928515625,304.928515625
101,843.5537109375,480.884423828125,286.202880859375,254.042700195313,206.043920898438,194.051049804687,170.591918945312,154.101354980469,153.425537109375,153.425537109375,153.425537109375,153.425537109375
102,403.447607421875,330.325537109375,193.377844238281,175.084265136719,149.727514648438,137.734594726563,129.273864746094,110.656103515625,109.980285644531,109.980285644531,109.980285644531,109.980285644531
103,1083.17744140625,665.776806640625,245.254248046875,213.450610351562,175.497106933594,163.504223632813,155.043493652344,136.74951171875,136.073693847656,136.073693847656,136.073693847656,136.073693847656
104,389.512329101562,326.1521484375,182.650122070313,164.35654296875,136.772937011719,124.780041503906,116.319287109375,97.1666320800781,96.4908142089844,96.4908142089844,96.4908142089844,96.4908142089844
105,543.1330078125,394.944653320313,197.51220703125,179.218627929688,149.683923339844,137.691015625,129.230285644531,107.653015136719,106.977197265625,106.977197265625,106.977197265625,106.977197265625
106,3196.7818359375,1389.46630859375,745.290380859375,596.919677734375,523.86123046875,452.520947265625,398.382690429688,377.153393554688,374.713940429688,367.247436523438,367.247436523438,367.247436523438
107,3490.854296875,2553.072265625,593.401611328125,571.64072265625,547.277880859375,531.79814453125,523.337353515625,504.184765625,503.508935546875,503.508935546875,503.508935546875,503.508935546875
108,2107.671484375,1675.4568359375,611.31552734375,457.622314453125,308.18251953125,283.147778320313,271.01513671875,249.456518554688,248.780688476562,248.780688476562,248.780688476562,248.780688476562
109,611.018896484375,389.148388671875,238.780419921875,241.314794921875,226.635522460937,196.418591308594,161.968432617187,132.413562011719,131.737744140625,128.344799804688,128.344799804688,128.344799804688
110,680.129736328125,472.8552734375,214.919360351562,186.364404296875,147.172338867188,129.626818847656,121.166088867187,102.013427734375,101.337609863281,101.337609863281,101.337609863281,101.337609863281
111,414.876513671875,335.2078125,185.2689453125,166.975366210937,137.440637207031,125.44775390625,116.98701171875,97.8343566894531,97.1585388183594,97.1585388183594,97.1585388183594,97.1585388183594
112,502.327734375,372.44755859375,256.529516601562,228.436450195312,176.231958007812,164.239086914063,140.779943847656,124.289367675781,123.613549804687,123.613549804687,123.613549804687,123.613549804687
113,526.63125,363.298852539063,195.377075195312,177.083508300781,149.49990234375,137.506994628906,129.046252441406,109.893603515625,109.217785644531,109.217785644531,109.217785644531,109.217785644531
114,382.783642578125,307.322021484375,178.720446777344,160.426879882812,132.84326171875,120.850378417969,112.389611816406,93.2369812011719,92.5611633300781,92.5611633300781,92.5611633300781,92.5611633300781
115,1474.3224609375,1009.0705078125,588.259814453125,514.197265625,382.763916015625,311.1568359375,289.916845703125,277.511376953125,275.071899414062,273.140307617187,273.140307617187,273.140307617187
116,415.724267578125,325.850073242187,187.0375,168.743933105469,135.921655273437,123.928759765625,115.468017578125,96.3153747558594,95.6395568847656,95.6395568847656,95.6395568847656,95.6395568847656
117,1157.79384765625,664.557080078125,259.1904296875,218.463427734375,169.586633300781,157.593713378906,149.132983398437,130.839025878906,130.163208007812,130.163208007812,130.163208007812,130.163208007812
118,385.40009765625,315.94501953125,180.945495605469,162.651916503906,135.068310546875,123.075427246094,114.614672851563,95.4620239257813,94.7862060546875,94.7862060546875,94.7862060546875,94.7862060546875
119,371.44443359375,309.7603515625,181.158776855469,170.881921386719,143.298303222656,123.288696289062,114.827941894531,95.67529296875,94.9994750976562,94.9994750976562,94.9994750976562,94.9994750976562
120,1596.8466796875,934.205859375,522.9115234375,402.464086914062,318.757080078125,289.335668945312,260.498706054687,250.230810546875,249.55498046875,249.55498046875,249.55498046875,249.55498046875
121,351.88037109375,305.617993164063,177.016418457031,158.7228515625,131.139233398438,119.146350097656,110.685571289062,91.5329528808594,90.8571350097656,90.8571350097656,90.8571350097656,90.8571350097656
122,377.931127929687,322.438208007812,193.836657714844,175.543078613281,150.186315917969,138.193395996094,129.732666015625,111.114904785156,110.439086914062,110.439086914062,110.439086914062,110.439086914062
123,351.88037109375,305.617993164063,177.016418457031,158.7228515625,131.139233398438,119.146350097656,110.685571289062,91.5329528808594,90.8571350097656,90.8571350097656,90.8571350097656,90.8571350097656
124,3186.4013671875,2245.7970703125,830.01708984375,667.432666015625,494.332861328125,376.1578125,350.062866210938,342.509912109375,340.070434570312,335.996826171875,335.996826171875,335.996826171875
125,1446.1140625,749.091064453125,364.502270507813,315.643627929688,249.31123046875,185.425939941406,164.1859375,151.24560546875,148.806140136719,146.874548339844,146.874548339844,146.874548339844
126,374.74580078125,309.579370117188,237.833618164062,224.978247070313,142.515393066406,103.349731445312,91.2723327636719,66.7267395019531,66.0509216308594,66.0509216308594,66.0509216308594,66.0509216308594
127,1115.17900390625,844.1228515625,369.79775390625,311.189111328125,219.972924804687,177.55,165.472631835938,149.305212402344,149.305212402344,149.305212402344,149.305212402344,149.305212402344
128,533.7271484375,370.220849609375,195.862255859375,177.568688964844,148.033984375,136.041076660156,127.580334472656,108.427685546875,107.751867675781,107.751867675781,107.751867675781,107.751867675781
129,1390.9796875,691.957080078125,333.564135742187,272.129809570312,200.137475585937,184.751428222656,161.292321777344,144.8017578125,144.125939941406,144.125939941406,144.125939941406,144.125939941406
130,1800.373046875,1043.79296875,664.884912109375,582.43974609375,552.46396484375,390.68525390625,353.590307617187,337.546923828125,335.107421875,329.78291015625,329.78291015625,329.78291015625
131,385.100830078125,314.005932617188,178.967529296875,160.673950195312,131.139233398438,119.146350097656,110.685571289062,91.5329528808594,90.8571350097656,90.8571350097656,90.8571350097656,90.8571350097656
132,1720.9458984375,1304.987109375,665.023193359375,541.01728515625,496.758837890625,385.16328125,372.040161132812,361.062084960938,360.386254882813,360.386254882813,360.386254882813,360.386254882813
133,1695.398046875,871.4615234375,277.098095703125,243.68681640625,178.890441894531,161.344909667969,152.8841796875,133.731555175781,133.055737304688,133.055737304688,133.055737304688,133.055737304688
134,389.512329101562,326.1521484375,186.855798339844,168.562219238281,136.772937011719,124.780041503906,116.319287109375,97.1666320800781,96.4908142089844,96.4908142089844,96.4908142089844,96.4908142089844
135,912.49697265625,693.286572265625,404.17548828125,387.37705078125,301.097631835937,236.863110351563,211.686352539063,193.068640136719,192.392822265625,192.392822265625,192.392822265625,192.392822265625
136,1620.59658203125,887.93642578125,488.92021484375,373.875927734375,309.770336914063,228.449658203125,207.209716796875,194.804248046875,192.364794921875,190.433203125,190.433203125,190.433203125
137,3655.75703125,1845.165625,1773.7275390625,1563.1240234375,973.3005859375,435.96123046875,412.230712890625,395.99814453125,395.322314453125,395.322314453125,395.322314453125,395.322314453125
138,1472.058203125,826.7603515625,454.365478515625,426.00751953125,381.205908203125,307.667041015625,260.43759765625,241.079443359375,238.63994140625,231.173413085938,231.173413085938,231.173413085938
139,462.64609375,419.74482421875,259.68779296875,204.971362304687,167.533483886719,155.540588378906,147.079858398437,128.462133789063,127.786315917969,127.786315917969,127.786315917969,127.786315917969
140,426.70498046875,347.216552734375,185.340734863281,167.04716796875,139.463549804687,127.470654296875,119.009912109375,99.8572570800781,99.1814392089844,99.1814392089844,99.1814392089844,99.1814392089844
141,390.9783203125,326.911645507813,183.409594726562,165.116015625,137.532409667969,125.539514160156,117.078771972656,97.9261169433594,97.2502990722656,97.2502990722656,97.2502990722656,97.2502990722656
142,1406.0951171875,813.09169921875,395.737426757812,313.932104492187,247.994360351563,229.809790039063,221.349072265625,202.73134765625,202.055529785156,202.055529785156,202.055529785156,202.055529785156
143,351.88037109375,305.617993164063,177.016418457031,158.7228515625,131.139233398438,119.146350097656,110.685571289062,91.5329528808594,90.8571350097656,90.8571350097656,90.8571350097656,90.8571350097656
144,637.356689453125,435.031103515625,229.269458007812,189.912561035156,152.947338867188,135.401794433594,126.941064453125,108.323303222656,107.647485351562,107.647485351562,107.647485351562,107.647485351562
145,3813.575390625,2778.440625,1232.8783203125,993.71630859375,821.0021484375,654.705224609375,629.393701171875,619.434765625,616.9953125,615.063720703125,615.063720703125,615.063720703125
146,450.654150390625,400.311694335937,220.135229492188,201.841687011719,158.871875,146.878979492188,138.418237304687,116.840991210938,116.165173339844,116.165173339844,116.165173339844,116.165173339844
147,764.439892578125,613.88125,441.2806640625,359.368115234375,328.128466796875,230.415795898437,221.955053710938,207.6447265625,206.968896484375,206.968896484375,206.968896484375,206.968896484375
148,1663.337890625,1376.1068359375,624.938232421875,538.25361328125,395.339599609375,311.48505859375,288.62705078125,281.074096679688,278.634619140625,276.70302734375,276.70302734375,276.70302734375
149,1940.7064453125,1292.6298828125,694.900732421875,581.47763671875,473.552197265625,388.826708984375,367.586694335938,359.175048828125,356.735546875,354.803955078125,354.803955078125,354.803955078125
150,1396.5767578125,897.534765625,583.605126953125,444.7087890625,391.104833984375,289.99892578125,276.67431640625,263.498559570313,262.822729492187,262.822729492187,262.822729492187,262.822729492187
151,1162.83076171875,765.8650390625,340.831665039062,282.854370117188,214.452758789062,192.781311035156,184.320581054687,165.702868652344,165.02705078125,165.02705078125,165.02705078125,165.02705078125
152,2963.50703125,1537.36455078125,752.52607421875,664.5181640625,568.17861328125,478.0560546875,456.816015625,446.045361328125,443.605908203125,441.67431640625,441.67431640625,441.67431640625
153,412.55927734375,328.523901367187,185.021875,166.728295898437,139.144677734375,127.151794433594,118.691040039062,99.5383850097656,98.8625671386719,98.8625671386719,98.8625671386719,98.8625671386719
154,583.6583984375,439.63173828125,252.887915039063,198.171459960938,159.873876953125,147.88095703125,139.420227050781,120.267602539062,119.591784667969,119.591784667969,119.591784667969,119.591784667969
155,835.806640625,647.383740234375,285.219580078125,215.634057617187,172.957531738281,160.9646484375,152.503918457031,133.886181640625,133.210363769531,133.210363769531,133.210363769531,133.210363769531
156,440.6115234375,335.299584960938,190.349548339844,172.055969238281,137.532409667969,125.539514160156,117.078771972656,97.9261169433594,97.2502990722656,97.2502990722656,97.2502990722656,97.2502990722656
157,980.47197265625,783.1251953125,340.232763671875,309.126489257813,273.637768554688,263.414965820312,254.95419921875,237.112573242187,236.436743164063,236.436743164063,236.436743164063,236.436743164063
158,564.54775390625,395.231591796875,208.561596679688,184.073706054688,150.120300292969,132.574780273438,124.114038085937,104.961376953125,104.285559082031,104.285559082031,104.285559082031,104.285559082031
159,2974.5869140625,2601.7521484375,1010.79794921875,979.23203125,900.50107421875,719.298681640625,701.782470703125,688.44365234375,687.767822265625,687.767822265625,687.767822265625,687.767822265625
